chapter, key_id_number, "key_id_topic", "key_id_description"
26, 6," Florence Kelley","  Kelley was a noted social reformer who worked to abolish child labor, to pass minimum-wage and maximum work-hours laws, and to enact laws providing health care for mothers and children.  Kelley helped prepare the Brandeis brief in the landmark 1908 Supreme Court case Muller v. Oregon that upheld a ten-hour work day for women."
26, 7," Chautauqua Movement—1874 ","  A successor to the lyceum movement, the Chautauqua lecturers traveled across the country helping to provide adult education. This was one facet of the growing interest in education. During this period, there was a significant increase in the number of high schools, teacher-training schools, and taxpayer-provided textbooks. The illiteracy rate dropped from 20% in 1870 to 11% in 1900."
26, 8," Charles Darwin","  Darwin’s On the Origin of Species was published in 1859; in the post-Civil War years, it sparked much controversy between modernists and fundamentalists and was blamed for increasing secularism in American culture. Darwin’s ideas were applied to society by William Graham Sumner in the form of Social Darwinism."
26, 9," Booker T. Washington","  In 1881 Washington founded Tuskegee Institute to give blacks vocational training. Washington’s view was that blacks must first develop their educational and economic resources rather than fight for social equality. Once blacks had achieved economic independence, he said, political and civil rights would follow."
26, 10," W.E.B. Du Bois","  Du Bois helped to establish the NAACP in 1910. He rejected Washington’s gradualist approach, demanding that a ““talented tenth”“ of blacks have immediate access to America’s schools, professions, etc. He urged vigorous activism including court challenges to win equal rights for blacks."
26, 11," Morrill Act—1862","  Passed by the Republican Congress during the Civil War, the Morrill Act granted each state thousands of acres of public lands to be used to support agricultural and industrial colleges. OSU is one such college."
26, 12," Hatch Act—1887","  This provided federal funds to establish agricultural experiment stations in connection with the Morrill land-grant colleges."
26, 13," William James/Pragmatism","  James for many years was America’s leading psychologist and philosopher. His 1907 book Pragmatism argued that truth was to be tested by its practical consequences rather than by theory. This was seen as a philosophy particularly fitting the American character."
26, 14," Yellow Journalism","  Yellow journalism was the use of sensationalism to sell newspapers. Stories focused on the violent, the lurid, the scandalous, the odd. In some cases, yellow journalists exaggerated facts or made up material. Joseph Pulitzer owned the New York World.  The other leading practitioner of yellow journalism was William Randolph Hearst of the New York Journal. "
26, 15," Henry George, Progress and Poverty—1879","  George argued that since the supply of land is fixed and the population is constantly growing, the value of land increases, giving land owners an unearned profit. He proposed a 100% tax on these unearned profits to redistribute wealth and stimulate the economy. His followers were known as single-taxers."
26, 16," Edward Bellamy, Looking Backward—1888","  One of the most influential books of the century, Looking Backward told of a future society with no social injustice. The cause? Government control of the entire economy to benefit the public interest."
26, 17," Horatio Alger","  Alger wrote over 100 books of juvenile fiction. The basic message was that virtue, honesty, and hard work would be rewarded with success and wealth. "
26, 18," Comstock Law—1873","  Anthony Comstock founded the New York Society for the Suppression of Vice and demanded that city officials close gambling houses and lottery operations. He went on to a career targeting everything from the writings of George Bernard Shaw to art schools that displayed nude sculpture.  The federal Comstock Law banned, among other things, promoting or writing about contraceptive devices. The law made it illegal to send any ““obscene, lewd, or lascivious”“ books through the mail.  The Comstock Law manifested the conflict over the place of women in society and the tension between traditional and modern culture."
26, 19," Feminism in the Gilded Age","  Elizabeth Cady Stanton: With Anthony, Stanton cofounded the National American Woman Suffrage Association, a radical organization that pressed for women’s right to vote. Beginning in 1868, a constitutional amendment for women’s suffrage was introduced in every Congress until it was adopted in 1920. Susan B. Anthony: In 1872 Anthony voted illegally in the presidential election and was arrested. She wanted to make the argument that, as a citizen, she was due the equal protection of the law under the 14th Amendment and that this included the right to vote. Her case was dismissed by the judge, but in a similar case, the Supreme Court ruled that states could deny the vote to criminals and the insane, and that to deny women the vote was no different.  Carrie Chapman Catt: Catt changed the argument from one that stressed women’s equality with men to one that said women must have the vote if they were to carry out their particular feminine roles of homemaker and mother."
26, 20," Woman’s Christian Temperance Union","  The WCTU was founded in 1874 and headed by Frances Willard. Willard fused the cult of domesticity (the woman’s sphere is the home where she can express her special maternal gifts) with a commitment to political action. Drinking, she felt, threatened thrift and family life. The entrance of women into politics would protect the family and improve public morality.  Carry Nation, wife of an alcoholic, made her mark in the temperance battle by smashing saloons and bars with a hatchet. (Yes, I know the text spells her name Carrie, but in her autobiography, she uses Carry.)"
26, 21," American Protective Association—1887 ","  In response to increasing numbers of Catholic immigrants arriving from southern and eastern Europe, the APA was formed as a secret anti-Catholic organization. The APA aimed to restrict Catholic immigration into the US, to require the ability to speak English as a condition for citizenship, and to remove Catholic teachers from public schools. Members swore never to vote for a Catholic and never to hire a Catholic over a Protestant. At its 1896 peak, the organization claimed 2.5 million members.  Key ID’s Chapter 27, 1865-1890 "
27, 1," Indian Complaint to the Sioux Commission","  The Indians complaint,““Tell your people that since the Great White Father promised that we should never be removed we have been moved five times… I think you had better put the Indians on wheels and you can run them about wherever you wish.”“ "
27, 2," Sand Creek, Colorado—1864","  Colorado miners forced the Indians into a small area called the Sand Creek Reserve where they were running out of food.  Because of this, some began raiding trails and settlements, and the governor called out the militia.  He told the Indians who did not want to fight to go to Fort Lyon where they would be safe. On November 29, 1864, Colonel J.M. Chivington attacked 500 Cheyenne at the Sand Creek Reserve, despite the fact that the Indians were showing both a white flag and a US flag. Four hundred and fifty Indians were killed.    "
27, 3," The Black Hills, South Dakota","  In 1868 a treaty was signed giving the Sioux a large reservation including the Black Hills. In 1874 Colonel George Custer led an expedition into the Black Hills and announced that he had discovered gold; white miners poured into the area in violation of the treaty. "
27, 4," Battle of the Little Big Horn—1876 ","  In response to the invasion of the Black Hills, the Sioux turned to war. Custer was assigned the job of defeating the Indians and forcing them back to the reservation. In June Custer led his men against a superior Indian force led by Crazy Horse at the Little Big Horn River in Montana. Custer’s forces were wiped out, but this was the last victory for the Native Americans, who were inexorably pushed back to the reservations. Why is this battle so famous? Custer was a relentless self-promoter who kept his name and exploits in the papers. Custer was also being seriously considered for the Democratic presidential nomination. And news of Custer’s defeat reached the East just in time for the July 4, 1876, centennial celebration, dampening the festivities."
27, 5," Chief Joseph and the Nez Percé","  The Nez Percé from northeastern Oregon were also pressured to leave their tribal lands and go to a reservation. Chief Joseph led warriors, old people, women, and children on a 1700-mile dash for Canada to escape the fate of confinement on a reservation. A few miles short of their goal, they were finally defeated and sent to a reservation in Kansas. Said Chief Joseph, ““Our chiefs are killed… the old men are all dead… the little children are freezing to death…Hear me my chiefs. My heart is sick and sad. From where the sun now stands, I will fight no more forever.”“"
27, 6," Factors Leading to the Conquest of the Plains Indians","  Transcontinental railroads brought endless numbers of troops, cattlemen, and farmers. Native Americans showed little resistance to white diseases or to alcohol. The destruction of the great buffalo herds, dropping from perhaps 60 million animals to about 1000, destroyed the Indians’ supply of food, fuel, and hides."
27, 7," Artist Frederic Remington","  He was the foremost artist of the vanishing way of life of the West. "
27, 8," Helen Hunt Jackson, A Century of Dishonor—1881","  Jackson was a noted author whose study A Century of Dishonor documented the mistreatment and broken promises of the treatment of Native Americans by the US government."
27, 9," The Ghost Dance and Wounded Knee, South Dakota—1890","  In 1889 Wovoka, a Paiute Indian, claimed he was the Messiah returned to make everything better. If Indians showed their faith by dancing, the buffalo would return, the whites would disappear, and the Indians and their ancestors would enjoy the world as it once was. Sioux danced, ignored their farm work, and made the reservation agents worried that there would be an uprising. The Seventh Cavalry was sent for.   On December 29, 1890, at Wounded Knee, South Dakota, the cavalry searched 350 old men, women, and children for weapons. After two rifles were found and a small scuffle occurred, a gun fired. Soldiers on a hill heard the shot and began firing their Hotchkiss machine guns.  In the end there were about two hundred Indians and thirty-five whites dead. Bullets from their own side killed most of the whites. This was the last major fight of the Indian wars."
27, 10," The Dawes Severalty Act—1887","  This act abolished Indian tribes and gave the heads of Indian families 160 acres of reservation land to farm, with twenty-five years to learn how to handle their own affairs. It also was to grant Indians US citizenship.  Unfortunately, they were not given farm equipment or taught how to farm, and the Office of Indian Affairs didn’t provide proper health care for the reservation Indians.   White speculators bought up about 2/3 of the reservation land. Land not distributed in allotments was put up for sale. Indian minors who inherited land were put under the control of white guardians who often looted the resources of their wards. The 1906 Burke Act postponed citizenship until the end of the twenty-five- year period. "
27, 11," The Long Drive","  Cowboys would drive cattle to railroad terminals (Dodge City, Abilene, Cheyenne) where they were loaded on trains for the slaughterhouses of Chicago and Kansas City. There they were butchered and shipped east in refrigerated rail cars; this practice faded out as more settlers came and fenced the Great Plains.  "
27, 12," Cultural Diversity in the Saddle","  Vaqueros—Mexican cowboys or vaqueros (a term eventually Anglicized to buckaroo) made up about a third of all cowboys on the Great Plains in the 1880’s. Mexicans had been herding cattle in the American Southwest since the time of Juan de Oñate in 1598. Among other things, they added to the vocabulary of ranching with words such as lariat, rodeo, chaps, and pinto. Black Cowboys—Both before and after emancipation, many blacks worked as cowboys. After the Civil War, perhaps one in four cowboys was black. The most famous, because he wrote his memoirs, was Nat Love, a former slave."
27, 13," The Winter of 1886-1887","  This was one factor that helped end the classic cowboy era of the West. This terrible blizzard killed thousands of cattle with temperatures of –68° F."
27, 14," Homestead Act—1862","  The Homestead Act was passed in 1862, giving 160 acres to anyone who would live on the land for five years, build a 12 x 14 dwelling, and raise crops. Although 160 was usually large enough for a farm in the wetter eastern states, on the dry prairie more land was needed for a successful farm. Many homesteaders failed.   By 1900 600,000 claims had been filed, and 80 million acres passed into the hands of individuals.  "
27, 15," John Deere’s Steel Plow—1837 ","  More efficient at breaking up the tough sod of the Great Plains, Deere’s plow was one factor in transforming the area from open cattle ranges to farms."
27, 16," Joseph Glidden’s Barbed Wire—1874 ","  Glidden developed a superior form of barbed wire that facilitated the building of fences on treeless prairies and kept cattle out of crops. It too helped to end the Long Drive."
27, 17," Oklahoma Land Rush—1889","  Oklahoma, at one point set aside as Indian Territory, was opened for white settlement in April of 1889. Many whites tried to sneak in and stake land claims early; they were therefore called sooners. "
27, 18," Census of 1890","  The superintendent of the census announced that, for the first time in America’s history, there was no clearly discernable frontier line. That is, there was no longer a large area unsettled by whites."
27, 19," Frederick Jackson Turner—1893 ","  In response to the closing of the frontier, Turner wrote the most famous essay by an American historian, ““The Significance of the Frontier in American History.”“ In this essay, Turner said the frontier had shaped American life in a variety of ways: 1) it had created social equality, 2) it had encouraged political democracy, 3) it encouraged optimism about the future, 4) it provided a safety valve for workers in the East (thus requiring employers to improve wages and working conditions), 5) it led to wasteful use of the land (since one could always move west and find more land). The closing of the frontier, Turner wrote, had a number of effects on society: 1) Without the western safety valve, urban workers turned to labor unions to improve their plight; tensions between labor and management grew, 2) with less available land, immigrants could not easily obtain farms; they stayed in the cities and competed for industrial jobs, thus leading to calls for limits on immigration, 3) with less free land available, farmers started taking better care of the land; a conservation ethic grew; and 4) American capitalists no longer had the frontier to provide raw materials, new markets, and investment opportunities; America became more imperialistic seeking those benefits overseas."
27, 20," Montgomery Ward—1872","  Farmers more rarely grew or made everything they needed. Now they were more likely to grow one cash crop for market and buy what they needed with the proceeds. Montgomery Ward started catering to the needs of rural Americans with a mail-order catalog. Eventually one could order from Ward everything from sewing needles to an entire house (some assembly required)."
27, 21," Problems Facing American Farmers from 1870-1890","  Mechanization of agriculture drove small farmers who couldn’t afford machines off the land. One-crop farmers’ livelihoods depended on the ever-changing price of that single crop, a price that also depended on the international production level of that crop. Deflation made it harder for farmers to repay their debts, which led to more mortgages and sharecropping. Protective tariffs hurt them by raising the prices of manufactured goods. Trusts raised prices of services they needed; for example, railroad and grain elevator rates were extremely high. As always, farmers were subject to the whims of nature: mile-wide clouds of grasshoppers, droughts, etc."
27, 22," National Grange of the Patrons of Husbandry—1867","  The Grange, led by Oliver Kelley, had been established to provide social contact for farmers; its most lasting legacy, to press for laws regulating railroads and grain elevators and to organize cooperative stores and warehouses to eliminate the middleman and increase farmers’ profits.  When the Granger movement died out as a political force for farmers, its role was taken over by three groups known as the Alliances. The Northern Alliance’s main strength lay in the wheat-growing states of Kansas, Nebraska, Minnesota, and the Dakotas. The South Alliance had more than one million white members throughout the Southern states. Black farmers in the South belonged to a separate group, the Colored Farmers’ Alliance.  The Alliances pressed for Granger laws to regulate railroads (on a state basis). Eventually, the alliances came to believe that they needed a third party to achieve their goals. They organized the National People’s party (soon known as the Populists). "
27, 23," The People’s Party or Populists—1892","  Believing that eastern economic powers controlled both major political parties, the farmers decided to organize their own party. The Populists demanded 1) free and unlimited coinage of silver at sixteen to one, 2) a graduated income tax, 3) government ownership of railroad, telegraph, and telephone systems, 4) a secret ballot and direct election of US senators, and 5) shorter working hours and restrictions on immigration (to appeal to urban workers). In the 1892 presidential election, the Populists took twenty-two electoral votes, a substantial number for a third party."
27, 24," Mary E. Lease","  She was a powerful Populist speaker, urging farmers to raise ““less corn and more hell.”“ Key ID’s Ch. 28, 1889-1900   "
28, 1," William Jennings Bryan’s Cross of Gold Speech—1896","  This was the speech that clinched the 1896 Democratic nomination for Bryan. Demanding that the gold standard be abandoned, Bryan concluded, ““You shall not press down upon the brow of labor the crown of thorns; you shall not crucify mankind upon a cross of gold.”“ With Bryan and the Democrats claiming their main policy proposal, the Populists also endorsed Bryan for the presidency. It was the end of the Populist party as a national force as they were absorbed into the Democrats."
28, 2," Czar Reed","  The dominating Republican Speaker of the House, Reed was a master at maneuvering legislation through Congress. He presided over the ““Billion-Dollar Congress”“ in 1889-1891."
28, 3," Sherman Silver Purchase Act—1890","  This act increased the amount of silver purchased by the federal government for coinage, but, like the Bland-Allison Act, it had little impact on inflation. Cleveland pressured Congress into repealing the Sherman Silver Purchase Act in 1893, ending the government’s purchase of silver for coinage."
28, 4," McKinley Tariff—1890","  This boosted tariff rates, which hurt farmers. The result was that the Republicans lost their majority in the House in the next election. And the Farmers’ Alliance elected nine representatives to Congress."
28, 5," Jim Crow and the Populists","  Initially the Populists in the South tried to make common cause with black farmers since they faced common economic problems. In response, Southern white conservatives played up race prejudice to divide white and black Populists, worked to restrict black suffrage, and passed Jim Crow laws that imposed strict racial segregation. The tactics worked; black and white Populists were split apart. "
28, 6," Coxey’s Army—1894","  With widespread unemployment during the Panic of 1893, Populist Jacob Coxey demanded that the government put the unemployed to work building roads. The ““Army”“ consisted of Coxey and 500 demonstrators who marched to Washington where Coxey was arrested for walking on the grass at the Capitol. His army then melted away."
28, 7," The Pullman Strike—1894","  In the Panic of 1893, Pullman laid off a third of his workers and cut wages five times in one year. Rents for the company houses and prices in the company stores stayed the same, however.  This led to a strike that shut down rail traffic in the western half of the country. The railroads convinced President Cleveland that the strike was blocking the delivery of US mails. This was untrue, but Cleveland sent in troops to help break up the strike. In addition, the railroads used the Sherman Anti-Trust Act, designed to limit the power of corporations, to get an injunction ending the strike.  "
28, 8," Wilson-Gorman Tariff—1894","  Democrats had pledged to reduce tariff rates, but by the time the bill made it through Congress, so many protections for specific special interests had been added that it reduced rates very little from the high McKinley Tariff. Cleveland, disgusted, allowed the bill to become law without his signature. The Wilson-Gorman bill also included a provision for an income tax on incomes over $4,000. The Supreme Court overturned this provision in 1895, convincing the Populists that the courts were in the control of the rich."
28, 9," William Harvey, Coin’s Financial School—1894 ","  The Populist proposal for the free coinage of silver was boosted by the publication of this pamphlet. Harvey explained monetary policy in simple terms and claimed that the free coinage of silver would eliminate debt and end the depression."
28, 10," The Election of 1896","  While Bryan traveled the country giving hundreds of speeches, McKinley, at the advice of his campaign manager Marcus Hanna, ran a different campaign. McKinley stayed on his front porch in Canton, Ohio, where he greeted and spoke to 750,000 people (many of whom were hauled in by the Republican party). In addition, Hanna had rounded up enough campaign contributions to outspend Bryan by more than ten to one. Bryan’s campaign focused on free silver, a position that urban voters thought would lead not just to higher prices to help farmers but to high food prices for the rest of the country. McKinley, whose campaign promoted the gold standard and high tariffs and who warned workers that they would lose their jobs if Bryan were elected, won easily. "
28, 11," Dingley Tariff—1897","  McKinley kept his campaign pledges. This raised tariff rates to new highs. "
28, 12," Inflation Without Silver","  Prosperity returned to the nation in 1897. As demand picked up, farm prices rose. Gold strikes in the Klondike, Alaska, Australia, and South Africa increased the gold supply and, in turn, the money supply. After a long period of deflation, the economy entered an era of moderate inflation (rising prices). As a result, the money issue faded from politics. Key ID’s Ch. 29, 1890-1899 "
29, 1," Alfred T. Mahan, The Influence of Sea Power upon History","  Admiral Mahan argued persuasively that control of the sea was the key to world dominance. He said that the US needed a modern fleet, naval bases in the Caribbean, a canal across Panama, and bases on Hawaii and other Pacific islands.  Mahan was proposing an extension of Social Darwinism—be a strong naval power or be trampled in the race of history."
29, 2," Venezuelan Boundary Dispute—1895-1896","  Britain and Venezuela had long argued over the border between Venezuela and British Guiana. When gold was discovered in the area, the dispute became more intense. In response to the Venezuelan boundary dispute, Secretary of State Richard Olney told England that it was violating the Monroe Doctrine, that England should submit the dispute to arbitration, and that despite Britain’s naval superiority the US was in control in the Western Hemisphere. Britain’s response denied the relevance of the Monroe Doctrine and rejected arbitration. War between the US and Britain loomed, but fortunately for the US, the British had more problems with the Germans, Russians, and French. Britain agreed to arbitration. The final decision gave Britain most of what it had originally claimed. The significance of this was that it enhanced the standing of the Monroe Doctrine. It also signaled the beginning of improved relations between the US and Great Britain."
29, 3," Queen Liliuokalani and Dole’s Revolution—1893","  American business dominated Hawaii’s sugar industry, and thousands of immigrants arrived (Chinese, Portuguese, and Japanese) to work in the cane fields. As a result, the Hawaiian natives were outnumbered almost two to one.   In 1887 Hawaiian-born white businessmen forced a change in the constitution so that only the landowners or the wealthy could vote; this disenfranchised most native Hawaiians.  In 1891 Queen Liliuokalani announced her intention to remove property qualifications for voting. White business groups rebelled, invited in US marines, and overthrew the queen.  Despite President Cleveland’s desire to do justice and restore the queen, this could not be done without armed intervention. Congress adopted a hands-off policy for several years but agreed to annex Hawaii when the war with Spain came. "
29, 4," Cuban Rebellion—1894-1898","  Spain denied Cubans civil liberties, extracted heavy taxes, and restricted foreign trade. The rebellion against Spanish rule was led by Josè Marti, a poet and journalist who had spent much of his life in exile in New York City. Unable to defeat the Spanish troops in battle, the rebels took to the hills and began an active guerrilla campaign. They planned on destroying American-owned sugar mills and plantations, hoping that this would force the US to intervene and that this intervention would eventually lead to freeing Cuba from Spain.  The Spanish general Weyler, known as the Butcher in the American press, responded by moving Cubans into concentration camps where 200,000 died, one-eighth of the total Cuban population, from disease and malnutrition.   Americans were sympathetic to the plight of Cubans fighting for freedom. This sympathy was strengthened by the reports in the yellow press and by imperialists such as Theodore Roosevelt and Admiral Mahan who were calling for war for territorial expansion."
29, 5," William Randolph Hearst & Yellow Journalism","  Yellow journalists William Randolph Hearst and Joseph Pulitzer tried to boost circulation by headlining exaggerated accounts of Spanish atrocities. Hearst sent artist Frederic Remington to Cuba to provide pictures of the war. Remington reportedly cabled Hearst that he could find no war. Hearst is said to have replied, ““You furnish the pictures, and I’ll furnish the war.”“ A young Cuban woman was jailed for resisting a sexual assault by a Spanish officer. Hearst sent a reporter who helped her escape and brought her to New York, accompanied by sensational headlines in Hearst’s newspapers."
29, 6," The De Lôme Letter—Feb. 1898","  De Lôme, the Spanish ambassador to Washington, wrote a private letter to a friend in Cuba. The letter was stolen from the mail and published in America. It accused President McKinley of being a weak politician who swayed in the winds of public opinion. Although American critics such as Roosevelt were saying worse of McKinley, this aroused American national pride and helped push the nation closer to war with Spain."
29, 7," U.S.S. Maine—Feb. 1898","  The Maine had been sent to Havana to remind Spain of America’s power and to evacuate US citizens in case of hostilities. On February 15, 1898, the Maine mysteriously exploded in the harbor; 260 Americans died. Though the cause was never determined for certain (spontaneous combustion in a coal bunker seems most likely), Americans, encouraged by yellow journalism, blamed Spain and called for war."
29, 8," McKinley’s Request for War with Spain—Apr. 1898","  McKinley was reluctant to go to war; he had seen war firsthand as an officer in the Civil War, and Mark Hanna and Wall Street were concerned that war would unsettle business. McKinley demanded of Spain an armistice and an end to the concentration camps; further, he told Spain that he thought Cuban independence was the logical result of such an armistice. Spain agreed to his demands. Nonetheless, McKinley bent to pressure from Congress and the public and asked for a declaration of war.  "
29, 9," The Teller Resolution","  Senator Teller appended to the war resolution an amendment pledging that the US had no territorial ambitions in the war with Spain, that the fight was only to free Cuba, and that at the end of the war the US would hand the Cuban people their freedom and depart. Imperialistic Europeans scoffed at this rejection of realpolitik."
29, 10," Assistant Secretary of the Navy Theodore Roosevelt","  Roosevelt was an enthusiastic imperialist eager for war. One day when his boss, Secretary of the Navy John Long, was out of the office, TR cabled Commodore Dewey to attack the Philippines (owned by Spain) in event of war. McKinley eventually confirmed TR’s order."
29, 11," Commodore George Dewey","  Dewey captured Manila Bay with the loss of no American lives while he destroyed or captured the Spanish ships. Of significance was the fact that Germany, hoping to gain control of the islands, sent a fleet. In contrast, the British fleet in the area acted with friendship toward the Americans; Britain feared the rising power of Germany and saw in the US a potential ally."
29, 12," Annexation of Hawaii—July 1898","  The fighting in the Philippines persuaded the US that it needed Hawaii as a coaling station for its Southeast Asian adventures. Congress annexed the islands and McKinley approved."
29, 13," Emilio Aguinaldo and the Philippine Islands","  Aguinaldo had been leading a Philippine revolt against Spanish rule for two years before Dewey’s victory. When war broke out between Spain and America, Aguinaldo agreed to help the US with the understanding that the Philippines would receive their independence. But imperialists in the US wanted to take over all of Spain’s empire. McKinley eventually concluded that it was America’s divine mission to control and Christianize the islands, ignoring the fact that they had been Christians for hundreds of years by this time.  Aguinaldo then led his guerilla forces in a bloody four-year war in which 4,000 Americans and 20,000 Filipinos died. Postwar congressional hearings told of US forces executing prisoners, using torture, and burning villages. The Philippines did not receive their independence until 1946."
29, 14," TR’s Rough Riders","  Roosevelt, eager for war, recruited a group of cowboys, polo players, and other volunteers and headed for Cuba as a colonel. The Rough Riders fought in one of the few significant land battles of the war at San Juan Hill and nearby Kettle Hill.  This helped make TR a figure of national prominence. "
29, 15," American Unpreparedness","  Though the US won a quick victory, this was due more to Spanish weakness than to American strength. The military was not prepared to fight a war, especially not in the tropics. The army issued the troops heavy woolen uniforms. It fed the troops spoiled food (embalmed beef was the term). It was not ready to deal with tropical diseases or dysentery. The US suffered only 400 battle deaths but 5000 deaths due to sickness."
29, 16," Treaty of Paris—1899","  Spain agreed to leave Cuba, to cede Puerto Rico and Guam to the US, and to sell the Philippine Islands to the US for $20 million (the Philippines had been captured the day after the armistice was signed). "
29, 17," The Anti-Imperialist League","  Not all Americans favored imperial expansion. The Anti-Imperialist League united steel baron Andrew Carnegie with union leader Samuel Gompers, along with luminaries such as Mark Twain and philosopher William James. "
29, 18," Rudyard Kipling, ““White Man’s Burden”“","  British poet Kipling represented one voice in the pro-imperialism chorus. He argued that America had a duty to uplift the less developed nations of the world."
29, 19," The Role of William J. Bryan in Ratifying the Treaty of Paris ","  The anti-imperialists and those troubled by the insurrection in the Philippines opposed Senate ratification of the treaty in the Senate. Passage was uncertain. Bryan, the 1896 and likely 1900 Democratic nominee, became an unexpected ally of the treaty. He argued that the sooner the US took official control of the Philippines, the sooner it could give them their freedom. He persuaded several Democrats to vote for the treaty; it passed by one vote."
29, 20," The Insular Cases—1901","  In the 1901 Insular Cases, the Supreme Court decided that residents of US territories such as the Philippines and Puerto Rico were not necessarily US citizens and did not enjoy all the rights of citizenship. The rights enjoyed would be determined by Congress, not by simple US possession of territory."
29, 21," Dr. Walter Reed","  Reed, an army doctor, led the team that discovered that a mosquito transmitted yellow fever, the leading cause of death of American troops in the Spanish-American War."
29, 22," The Platt Amendment—1902","  After the Spanish-American War, the US wrote much of the constitution for Cuba. This made Cuba a protectorate of the US. It stated that 1) Cuba was not to make any treaties that might limit its independence, 2) Cuba was not to permit any foreign power to control any part of its territory, 3) the United States was to have the right to intervene in Cuba’s internal affairs to protect Cuban independence and ““for the protection of life, property, and individual liberty,”“ 4) Cuba was not to go into debt beyond its ability to repay, and 5) the United States could buy or lease land on the island for coaling or naval stations.  Under the Platt Amendment, the US sent troops to Cuba to intervene in Cuban politics four different times.  The Platt Amendment was finally abrogated in 1934. Key ID’s Ch. 30, 1899-1909 "
30, 1," Philippine Insurrection","  Despite much domestic controversy, the US annexed the Philippines in 1899. The Filipinos sought independence, not further colonial control, and they rebelled. Although Americans expected a brief conflict, the war lasted several years. The war was brutal with the US Army relying on a terror campaign: concentration camps similar to Weyler’s in Cuba were established, a Filipino prisoner was executed for every American killed, Filipino homes were burned whenever telegraph lines were cut, Filipinos’ farm animals were killed and crops destroyed, and any Filipino suspected of aiding the rebels was executed without trial. In addition, 70,000 US troops were black; the irony of their fight against dark-skinned people seeking independence when the black troops faced discrimination at home led many to desert. "
30, 2," Benevolent Assimilation","  The US goal in the Philippines was benevolent assimilation. The US spent millions of dollars on roads, sanitation, and education for the Philippines. Economic ties, especially trade in sugar, were established. But the Filipinos preferred freedom and struggled against US control."
30, 3," Portsmouth Conference—1905 ","  Although the US initially supported Japan in its war with Russia, Roosevelt came to be concerned that Japanese success posed a threat of its own. At Japan’s request, TR attempted to negotiate peace between the two sides in a conference at Portsmouth, New Hampshire. The Japanese received the southern half of Sakhalin Island and Russia’s sphere of influence in Manchuria but no indemnity for losses suffered.  Roosevelt was hailed for bringing the war to an end and received the Nobel Peace Prize. The significance of this is that Japanese imperialism was encouraged by the victory over a European power, but Japan was unhappy that it did not win more in the settlement. The US came to see Japan as a world power that could threaten US interests in the Far East."
30, 4," Hay-Pauncefote Treaty—1901","  The 1850 Clayton-Bulwer Treaty had promised that neither the US nor Great Britain would fortify or secure exclusive control of any isthmian waterway. Britain feared that the US would unilaterally abrogate this treaty and so sought to negotiate a new agreement giving the US exclusive canal rights. The Hay-Pauncefote Treaty gave the US the right to build and fortify a canal. The British received in exchange the US agreement that the treaty would be open to ships of all nations on equal terms."
30, 5," Algeciras Conference—1906 ","  France and Germany were in conflict over trading rights in Morocco. The tensions threatened to ignite a war involving all major European powers. Germany asked Roosevelt to support an international conference to work out a deal. TR did so. The Algeciras Conference upheld the Open Door policy for all major powers. American critics complained that US participation violated the US tradition of nonentanglement in foreign affairs and that US involvement in the Old World weakened the Monroe Doctrine. TR’s supporters argued that US involvement was justified since a European war could drag in the US."
30, 6," Spheres of Influence ","  These were regions in China where foreign imperialistic powers enjoyed economic monopolies. They licensed businesses, controlled tariff rates, set railroad rates, and determined harbor fees. Connected to this was the concept of extraterritoriality. This meant that a foreign national, a German, for example, who was accused of committing a crime in China would be tried in a German court. Both the economic monopolies and extraterritoriality were affronts to Chinese sovereignty."
30, 7," Open Door Policy—1899 ","  Spheres of influence limited US access to the Chinese market. Secretary of State John Hay therefore recommended an Open Door policy. This would allow all nations equal trading rights in China. He sent letters to the European powers asking that they accept this policy. The other nations accepted conditionally or diplomatically deflected Hay’s request. Hay, however, announced that all parties had accepted the proposal and that it was in effect."
30, 8," Boxer Rebellion—1900 ","  Many Chinese resented foreign domination of their nation. A group called the Harmonious Righteous Fists (known in the West as the Boxers) killed thousands of foreigners, occupied Beijing, and laid siege to the district housing the foreign embassies. Imperial powers including the US contributed troops to an army that defeated the Boxers and rescued the threatened diplomats. The victorious imperialists demanded reparations from China. The US feared that China’s territory might be divided among the victors. Secretary Hay urged China to pay in money rather than land and announced that the US was determined to protect China’s territorial integrity. In addition, the US refunded to China part of the money paid as reparations. This helped to cement good relations between the US and China."
30, 9," Hay–Bunau-Varilla Treaty—1903 ","  Colombia owned Panama (where the US wanted to build a canal). Secretary Hay negotiated a treaty with Colombia for a 100-year lease on a six-mile-wide strip of land across Panama. The US Senate approved the treaty, but the Colombian government decided that it would be unconstitutional to sell part of its nation. TR was furious, charging that Colombia simply was holding out for a better deal; he may have been right. Pro-canal forces in Panama talked of seceding from Colombia. The US indicated that it would approve of such action. The revolt occurred, and US forces prevented Colombian intervention. Hay negotiated a perpetual lease of a canal zone with his Panamanian counterpart Philippe Bunau-Varilla, thus clearing the way for construction of a US canal. The treaty also allowed the US to intervene in Panama when necessary to preserve order."
